"Code","Course name","Course attributes","Course description","Course number","Course subject code","PeopleSoft course ID","PeopleSoft Equivalent Course Group","Topic","Twin Cities: Approved Liberal Education Requirement(s)","Twin Cities: This course is approved as Writing Intensive"
"LAW6241","Patent Remedies","-","This course provides in-depth coverage of issues relating to remedies for patent infringement. Specific topics may include permanent and preliminary injunctions, ITC proceedings, lost profits, reasonable royalties, FRAND royalties, enhanced damages, attorneys? fees, awards of infringer?s profits for design patent infringement, patent marking, declaratory judgments of noninfringement or invalidity, and comparative remedies law.","6241","LAW","016854","-","-","-","No"
"LAW6243","Patent Research and Writing","-","Patent lawyers and agents spend their entire professional careers communicating (with clients, patent examiners, judges, colleagues) no matter what their individual career paths may be. This course is about the process of research and communicating about patents. In other words, the goal of the course is to teach the building blocks of patent research and communication through multiple practice exercises so the student may repeat the process independently after successful completion of this course. This course leverages free, patent office, and commercial research tools. Deliverables and works include: patent landscape search and report, patentability search and opinion, patent risk search and assessment, patent invalidity search and opinion.

Recommended prereq: Patents (5224/6224), Patent Prosecution Practice I (5231/6231) or Patent Portfolio Management (5250/6250)","6243","LAW","818021","-","-","-","No"
"LAW6244","Employee Benefits","-","Qualified pension and profit-sharing plans. Qualification, nondiscrimination, limitations on contributions/benefits, treatment of participants/beneficiaries. Emphasizes federal income tax aspects of qualified plans.","6244","LAW","010986","-","-","-","No"
"LAW6245","Interviewing, Counseling, and Negotiating","-","This course will focus on basic skills necessary for all lawyers. We will discuss and do simulated exercises in each of the skills, focusing on skill development and self-reflection to improve skills. The course will emphasize planning, performance, and reflection over a range of civil and criminal cases.","6245","LAW","016732","-","-","-","No"
"LAW6247","Depositions","-","Skills necessary to prepare for, defend, and take depositions in civil litigation under federal rules of civil procedure. Learn-by-doing, skills simulation course.","6247","LAW","791259","-","-","-","No"
"LAW6249","Courtroom Evidence Practice","-","This one-credit course is an optional supplement to the 3-credit Evidence course offered as LAW 6219. Students may enroll in this course only if concurrently enrolled in LAW 6219 with the same instructor. The course will provide an opportunity for students to write about evidence issues in various formats (e.g., motions, memos).

prereq: concurrent registration in 6219","6249","LAW","816011","-","-","-","No"
"LAW6250","Patent Portfolio Management","-","Patent portfolio management is the art of aligning patent strategy with business objectives. In general, the successful portfolio manager must have the ability to transform complex patent information into actionable insights that provide decision-making value to a wide variety of stakeholders. This course introduces students to the various practices and skills that go into building, implementing, and managing a patent portfolio whether from the point of view of a small, innovative, start-up company or a Fortune 500 company in a highly competitive market space.","6250","LAW","811799","02177","-","-","No"
"LAW6400","International Environmental Law","-","This seminar will examine issues of international environmental law. Although there is a limited body of older law, most of the topic has emerged during the past half century.","6400","LAW","011070","-","-","-","No"
"LAW6402","Food, Drug, and Device Law","-","This course focuses primarily on the regulation of foods, drugs, and medical devices, by the U.S. Federal Food and Drug Administration (FDA) and the U.S. Department of Agriculture (USDA). The format for the course is lecture, discussions, and collaborative exercises. Goals and desired learning outcomes: Students will learn about the statutory framework involved in regulating foods, drugs, and medical devices, with particular emphasis on the U.S. Federal Food, Drug, and Cosmetic Act (FDCA) and the USDA as it applies to food. Students learn how the FDA, USDA, and courts interpret and enforce related statutes and regulations and will gain insight into FDA decision-making processes and policies. This course is intended to improve student legal reasoning skills, writing, and presentations skills. Students will analyze and interpret laws and regulations through case law and present to classmates on FDA and the USDA regulatory topics.","6402","LAW","792933","-","-","-","No"
"LAW6413","Family Law Capstone","-","This capstone course is designed to expose students to the ways in which family law concepts are implemented practically and procedurally. The course will touch on traditional family law topicssuch as premarital agreements, custody, and property divisionsin the contexts that practicing attorneys are likely to encounter these topics. The course will accordingly focus on interviewing potential clients, retaining and using experts, incorporating financial planners and therapists in family dispute resolution, conducting a mediation, and drafting documents such as cohabitation agreements, divorce petitions, settlement decrees, and parenting plans. Assignments will be designed both to prepare students for practice and to capture the way that family law practice is changing to deal with the realities of modern families. The course will offer rigorous practical experience and advanced theoretical and policy discussion.","6413","LAW","814572","-","-","-","No"
"LAW6490","Patent Law Capstone: Innovation","-","This capstone course introduces students to the principles of successful innovation and the integral role of patents in this process. This is a course in innovation. There are no right or wrong answers. Large companies with very smart people often launch products that fail. Venture capitalists seeking to invest in winners more-often-than-not end up investing in losers. Innovation is an art not a science. There is no ""secret formula"" that guarantees success. There are simply different tools, skills, methods of analysis, and approaches that may or may not work better than others. We will explore the art of innovation and the integral role that patents play in turning an idea into an innovation. Goals: Students will learn how to research complex subject matter across the intersecting domains of business, finance, marketing, science, technology, and intellectual property. Students will then develop the ability to present their findings in a clear and concise manner that is understandable to and can be acted upon by a cross-functional audience of high-level decision makers.","6490","LAW","813068","02269","-","-","No"
"LAW6601","International Business Transactions","-","International Business Transactions is a three-credit course whose main focus of discussion and study is the private law aspects pertaining to international business transactions, rather than issues of national and international trade regulation. Thus, the course is primarily concerned with private international business law. We examine three basic methods of doing business abroad, namely, the sales of goods (export) transaction, licensing and franchising, and foreign direct investment. The course materials touch upon substantive law in areas as diverse as commercial transactions and the uniform commercial code, antitrust, intellectual property, conflict of laws, civil procedure, contracts, bankruptcy, taxation, and international law. While knowledge or background in these areas is certainly helpful it is not necessary for success in the course and for dealing with the issues raised in the readings or in class.","6601","LAW","791805","-","-","-","No"
"LAW6602","Food Law","-","This seminar will focus on the regulation of food by the U.S. Food and Drug Administration (FDA), U.S. Department of Agriculture (USDA), and international and state agencies. Students will learn about the statutory and regulatory framework implemented by these agencies and their interpretation and enforcement. You will gain insight into the agencies' decision-making processes and policies. The class will cover the constitutional and administrative law principles related to food regulation and enforcement. You will learn about food labeling, safety, additives and compliance. In addition, we will discuss how laws and regulations impact current food issues such as food access, sustainability, foodborne illness outbreaks and many others.

Prereq: recommend Law 6650 and one of Law 6081, 6083, or 6085","6602","LAW","010961","-","-","-","No"
"LAW6603","Intellectual Property Survey","-","The intellectual property survey course presents an overview of patent, copyright, and trademark law. At the professor's discretion, the course also may include some coverage of trade secrets, unfair competition, or federal preemption of state intellectual property laws. The course provides an opportunity for students to acquaint themselves with the major branches of intellectual property law, and may be most useful for students who (1) intend to pursue careers in general business law or civil litigation; (2) intend to specialize in one of the major branches of intellectual property law, such as patents, but who want to develop a basic understanding of the other branches as well; or (3) are interested in learning something about the field before committing to further in-depth study of one or more of its branches. Students should not enroll in this course if they already have taken, or will have taken by the end of the semester in which they plan to enroll in this course, two or more of the following courses: Patent Law, Copyright Law, or Trademarks.","6603","LAW","010958","-","-","-","No"
"LAW6604","Family Law","-","This course examines how the law creates family relationships, regulates their dissolution, and defines the rights and responsibilities of family members. Topics include: limits on who may marry and who may adopt children, divorce and its economic consequences, dissolution of nonmarital relationships, termination of parental rights, child custody and support, surrogate motherhood, domestic violence, and child abuse.","6604","LAW","010947","-","-","-","No"
"LAW6605","Health Law","-","This course is a comprehensive introduction to health law. We will investigate the organization of health care delivery in the United States; the nature of the physician-patient relationship; methods of quality control; responses to harm and error, including through medical malpractice litigation; problems of access to health care; and approaches to cost control. We will also analyze proposals for health care reform.","6605","LAW","010953","-","-","-","No"
"LAW6608","Trademarks","-","The course will focus on U.S. federal trademark law, but will also look at state and international trademark law as well as related areas such as false advertising, publicity rights, and cybersquatting. This course will provide a solid foundation for students interested in practicing trademark law (application, enforcement, licensing, or litigation) or more general intellectual property law. It will also be useful to attorneys who do any work with trademark-dependent industries such as retail sales, advertising, or media and entertainment. Finally and more generally, trademark law offers excellent case studies of the interaction between law, culture, and technology, and of the evolution of traditional doctrine under pressure from rapid changes in surrounding circumstances.","6608","LAW","793895","02395","-","-","No"
"LAW6609","International Intellectual Property","-","This course provides an overview of international intellectual property law. Likely topics include (1) a comparison of US and foreign law relating to patents, copyrights, and trademarks; (2) the principal multinational agreements relating to intellectual property, including the Paris Convention, Berne Convention, and the TRIPs Agreement, as well as the implementation of these agreements within the domestic law of the United States and other countries; and (3) other topics such as the protection of indigenous knowledge and the law of judgments, jurisdiction, and choice of law as it relates to intellectual property disputes. It is highly recommended that students enrolling in this course have taken, or be in the process of taking, at least one other intellectual property course.

prereq: One prior or concurrent intellectual property course is helpful, but not required.","6609","LAW","795073","-","-","-","No"
"LAW6613","Copyright","-","Copyright subsists in original works of authorship, including literary works, music, and works of visual art. This course provides an overview of U.S. copyright law, including the requirements for copyright protection; authorship and ownership; copyright owner rights; exceptions to copyright liability, including the fair use doctrine; and duration and terminations of transfer.  ","6613","LAW","010935","02396","-","-","No"
"LAW6614","History of the American Legal Profession and Legal Education","-","The history of the American legal profession and legal education is characterized by intersections, interactions, and transformations. The seminar will cover the underpinnings of the American legal profession and legal educational system with their changing models, methods, and values. The course will examine the origins of this history from its beginnings in medieval Italy to the Inns of Court in London to the earliest settlements in the colonies. The seminar will proceed to analyze the development after 1783 of the uniquely American approach to lawyer training and the practice of law. Students will study the emergence in the 19th century of the American model of institutional legal education, with a focus on Christopher Columbus Langdell's ""case method,"" and the development of the ""Cravath system"" of organizing and managing a legal practice.

The students will be exposed to the change and growth of law practice and law schools following both world wars, influenced by economic booms and busts, the expansion of the federal regulatory system, the acknowledgement that substantive knowledge and practical skills are equally essential to legal training, the increasing pressure to ensure equal access to legal education and legal representation for all segments of society, and the growing focus on social, environmental, and international concerns. The course will trace how the interrelationship of American law, society, economics, and ideologies have dramatically changed the practice of law as well as the priorities, policies, curriculums, and cultures of law schools. The seminar will conclude with an analysis of the current state of the legal profession and legal education. A unique and important aspect of the course will be the integration of material from the Law Library’s Arthur C. Pulling Rare Books Collection.

LL.M. students may request instructor permission to enroll.","6614","LAW","807444","-","-","-","No"
"LAW6615","Jurisprudence","-","This course will be a general survey course of the most important ideas, concepts, theorists, and schools of law in contemporary legal philosophy. The course will examine foundational legal questions relating to the nature of law, rights, justice, and punishment; questions relating to the connections between law and morality; and the proper understanding of legal reasoning, legal interpretation, and the role of judges. We will examine different schools of legal thought, including Natural Law Theory, Legal Positivism, Legal Realism, Feminist Legal Theory, and Critical Race Theory.","6615","LAW","010967","-","-","-","No"
"LAW6617","Alternative Dispute Resolution in the Workplace","-","Conflict is hard, disruptive, and common in the workplace. This course will cover systems and skills for conflict management in the union and non-union workplace. Participants will identify, and provide critical analysis of, competing positions and options that exist in workplace conflict, including the interplay between law, individual case resolution, and public policy. It will prepare participants to use dispute resolution skills and support or design dispute resolution systems within the workplace. It will teach participants how to manage stakeholders and identify tools to resolve conflict so parties can move forward. Because conflict arises across different industries and workplaces, it will include material from a broad spectrum of fields. Professional skills like communication, advocacy, and ethics will be developed throughout the course. 

The course will consist of lecture, discussion, and simulation exercises. Because ADR is fundamentally different than litigation, to best understand ADR simulation exercises provide an opportunity to see and participate in ADR. Simulations in this course include arbitration, mediation, and negotiation. They reinforce the skills necessary to consider all sides and consequences in a workplace dispute and will include instructor feedback.","6617","LAW","809143","-","-","-","No"
"LAW6618","Trial Practice","-","Selected problems in litigation. Exercises in jury selection, introduction of evidence, expert testimony, direct and cross examination and impeachment of witnesses, opening statements, and closing arguments.","6618","LAW","011005","-","-","-","No"
"LAW6619","International Trade","-","This course is designed to familiarize the students with the regulatory system of international trade. Through the materials discussed in the course, focusing on the case law and jurisprudence of the WTO/GATT, the course is aimed at understanding the institutional framework of that system and the ways in which it functions. In addition the course deals with a large number of substantive issues to be found on the agenda of international trade scholars and lawyers. While the course is focused on legal theory and doctrine of international trade, we will approach each and every topic from economic and social perspectives. Thus, the course is designed to follow a truly interdisciplinary tour of the relevant subject-matter.","6619","LAW","010964","-","-","-","No"
"LAW6621","Rights in Conflict: Citizenship and Human Rights","-","This course explores an emerging, interdisciplinary field of inquiry that focuses on the relationships between Civil Rights Law in the United States and International Human Rights Law in the global context. Although the two areas represent distinct bodies of law, they also share many important features, objectives, and impediments.

By examining the historical emergence of (1) Civil Rights Law in the United States and (2) International Human Rights Law in the global context, students will gain a better understanding of the critical relationships and intersections between these two important areas of public law. Through an examination of the seminal cases and controversies in these areas, this course will explore the differences between various categories of rights; America's ""exceptionalism"" why the United States pursues a strong human rights agenda abroad that is rarely applied in the domestic context; the gains (and losses) that the domestic civil rights movement has experienced in recent decades, among other topics.","6621","LAW","010928","-","-","-","No"
"LAW6622","International Business Operation and Negotiation","-","The course surveys foundational concepts, analytical techniques and practices related to organization and strategic management of multinational firms and cross-border transactions they negotiate with host-country governments, firms and non-governmental organizations. The overall aim of the course is to give law students basic proficiency in theories, practices and analytical techniques for understanding why and how multinational firms emerge and organize operations differently, negotiate cross-border transactions differently, and perform differently over time. Students will gain this basic proficiency with special reference to the multinational firms general counsel and her contributions to top-management decision-making, so that these future legal professionals can contribute more effectively as a member of a multinational firms top management team. The pedagogical approach of this course will be a modified Socratic method utilizing business and legal cases as well as in-class exercises letting law students play different organizational roles in different negotiating contexts.","6622","LAW","791043","-","-","-","No"
"LAW6623","Integrative Leadership: Leading Across Sectors to Address Grand Challenges","-","Are you interested in working across government, business, and the non-profit sector for public good? Are you wondering how you can create sustainable shared leadership on challenges that can best be addressed together? This course explores multi-sector leadership and related governance and management challenges from a variety of perspectives and provides an opportunity for students to work together to apply what they are learning individually and in teams through in-class exercises and a final team project. The course is taught by a team of interdisciplinary faculty and considers different contexts, forms, and specific examples of multisector leadership that can enable transformative action to tackle a significant societal issue and achieve lasting change. Credit will be not be granted if credit has been received for GCC 5023, OLPD 6402, PUBH 6702, MGMT 6402, PA 5130, PA 5105","6623","LAW","810718","01753","-","-","No"
"LAW6624","Critical Race Theory","-","This course will provide an introduction to Critical Race Theory (CRT) through exploration of foundational CRT texts with an emphasis on CRT’s relationship with U.S. social movements. CRT is a race-conscious analytical framework for examining the ways in which social inequalities construct law and legal institutions, and vice-versa. With this objective, we will explore CRT’s origins as a response to theories of liberalism and Critical Legal Studies, its evolution and influence over the decades, and the recent national hysteria that's emerged as part of a campaign to rebrand CRT.  This course will also explore how legal reform strategies both advance and undermine racial justice in an array of contexts, including criminal law, education, immigration, employment, and reparations. Throughout the course, we will analyze how constructions of race relate to other important dimensions of identity and structural injustice.","6624","LAW","810701","03228","-","-","No"
"LAW6625","Disability Law","-","This class explores legal issues relating to physical and mental disabilities in the contexts of employment, governmental services, public accommodations, and education. The principal regulatory focus is on the Americans with Disabilities Act.  Legal issues under that statute include determining who is disabled, proving discrimination, and the concepts of reasonable accommodation and undue hardship. Other statutes covered include the Family and Medical Leave Act, the Rehabilitation Act, and Individuals with Disabilities Education Act. This course has no written paper requirement, but will have a final examination. There is no prerequisite for taking this course.","6625","LAW","789550","-","-","-","No"
"LAW6626","Complex and Cross-Cultural Negotiations","-","This two-credit course cross-listed at the Law School and Carlson School of Management surveys theories and practices associated with multi-party negotiations in cross-cultural settings with a special emphasis on international business law and strategy issues. The course builds on foundational theories of ""interest-based"" negotiation to demonstrate how outcomes may vary with different negotiating rules, negotiating parties from different national and professional cultures, negotiations including political as well as business goals, and negotiations requiring the creation of multi-party coalitions. The course applies theories to international business negotiations associated with foreign direct investment in developing countries, cross-border mergers and acquisitions, threatened expropriation of business assets by host-country governments, and the valuation of state-owned enterprises up for privatization. The course emphasizes learning through class simulation and discussion followed by submission of written reflections on class activities and readings. The course meets three Fridays from 8am-5pm in the B Term (second half) of Spring Semester.","6626","LAW","810719","02106","-","-","No"
"LAW6627","International Tax","-","The course examines U.S. taxation of foreign individuals and corporations earning U.S. source income from activities in this country, taxation of U.S. citizens and residents abroad, taxation of business and investment activities of U.S. persons, companies and subsidiaries operating abroad, foreign tax credits, transfer pricing issues, the use and applicability of tax treaties, and the obligations under U.S. law for U.S. persons to report interests in and transactions with foreign accounts.

It is strongly recommended that students have taken at least one tax course before taking this course. It may be possible to take another tax course concurrently with International Tax to comply with this recommendation, but discussions with the Professors in these cases are recommended.","6627","LAW","010963","-","-","-","No"
"LAW6628","Advanced Trial Practice","-","This course will be to help students learn to recognize and anticipate a large number of important evidentiary issues which can arise during a trial and to help them learn how to deal with the issues when they arise. Students will perform direct and cross examinations, opening and closing statements, and voir dire. Students will be expected to write brief motions in limine and short memoranda on evidentiary issues to learn to present concise persuasive memoranda to a court before and during trial.","6628","LAW","787951","-","-","-","No"
"LAW6629","Indian Law","-","This course examines the evolution of Indian law from colonization onward as impacted by treaties, executive orders, congressional enactments, and the development of federal common law. Students will gain an understanding and appreciation of one of the more particularized areas of the law, and acquire the necessary tools to become able practitioners within the field. The course will also focus upon the unique historical experience of the Midwest tribal nations.","6629","LAW","016856","02977","-","-","No"
"LAW6631","Employment Discrimination","-","Employment Discrimination. This course considers the principal statutory and constitutional prohibitions on employment discrimination. It focuses most prominently on Title VII of the 1964 Civil Rights Act, which prohibits employment discrimination based on ""race, color, religion, sex, or national origin."" The course considers the basic frameworks for proving discrimination under Title VII and the jurisprudence defining Title VII's protected classes. The course also investigates newer Title VII fields, such as the law of sexual harassment and pregnancy discrimination. Using Title VII as a basis for comparison, the course then examines the constitutional law of employment discrimination, Title I of the Americans with Disabilities Act (ADA), the Age Discrimination in Employment Act (ADEA), and various state and local statutes addressing emerging issues in employment discrimination law, such as employment discrimination based on weight or attractiveness.","6631","LAW","010940","-","-","-","No"
"LAW6632","Employment Law","-","This course explores the rapidly expanding body of law governing the workplace. The Employment Law course goes beyond the fields of Labor Law (which deals with workers’ collective action rights) and Employment Discrimination to focus on the individual employment contract and the regulation of the workplace under various statutory schemes. Beginning with the common law regulation of the employment contract and the employment-at-will doctrine, the course explores topics such as wage and hour regulation, privacy in the workplace, freedom of expression and the employment contract, and occupational safety and health.","6632","LAW","010942","-","-","-","No"
"LAW6636","European Human Rights Law","-","This two-credit seminar offer students a thorough introduction to European human rights law, concentrating on the fundamental rights guaranteed by the European Convention on Human Rights and Additional Protocols through the European Court of Human Rights landmark jurisprudence and Council of Europe soft-law instruments that shape and enhance human rights standards. We will examine the institutional framework, procedure and grounds of admissibility, margin of appreciation, affirmative duties, and protections under the Convention in relation to the right to life, freedom from torture or inhuman or degrading treatment or punishment, right to liberty and security, right to a fair trial, freedom from punishment without law, and derogations in time of war or public emergency.","6636","LAW","016733","-","-","-","No"
"LAW6637","Business and Human Rights","-","This seminar will explore the growing area of law and advocacy around corporate accountability and corporate social responsibility related to international human rights standards. The course has several goals: 1) We will examine the development and content of international human rights standards pertaining to corporations and corporate officers, including state, national and international and regional laws and principles including the UN Guiding Principles on Human Rights and Business. 2) We will next focus on levels of implementation and varying points of intervention on BHR issues: a) internal corporate policies, b) socially responsible investment shareholder advocacy and divestment, c) disclosure and anti-corruption laws and sanctions, d) trade policies, e) civil litigation, criminal prosecution and internal grievance mechanisms, f) reporting and documentation by human rights organizations, g) international standard-setting mechanisms. To examine these questions, we will use case studies across various industries including supply chains and labor conditions, environmental practices, and violations by security forces employed by multinational corporations. 3) The readings and seminars will encourage students to explore the debates about the most effective ways for businesses to protect and advance respect for human rights, prevent violations, and provide redress to victims of violations that occur as a result of their actions/inaction, and defend themselves when they are falsely accused. 4) Three papers throughout the semester will encourage students to integrate different arguments and course materials, conduct related independent research and develop their own arguments.","6637","LAW","010915","03199","-","-","No"
"LAW6641","Global Health and Human Rights","-","The lessons to draw from COVID-19 include understanding the intersectionality of global public health, law, and human rights. This course provides an overview of major topics global health, and how both institutions and law contribute to global health and the promotion of human rights. We discuss international human rights law and the foundations of the Right to Health, global health governance, and the accountability systems as mechanisms to promote health and human rights. The throughline of the course is to develop and apply human rights analysis to the various public health challenges, including HIV and communicable disease control; sexual and reproductive health rights; noncommunicable disease and its drivers; environmental health in the climate change era; rights to water and sanitation; trade and economic policy determinants to health; health in crisis and conflict settings; and mental health. ","6641","LAW","826793","-","-","-","No"
"LAW6642","Consumer Protection Law","-","This course examines a wide variety of U.S. consumer protection laws and briefly introduces consumer law in the EU and other jurisdictions. The course looks at UDAP (unfair and deceptive acts and practices) laws that provide the primary authority for public enforcement agencies. The course surveys U.S. consumer financial protection laws, including the Truth in Lending Act, the Fair Credit Reporting Act, and the Fair Debt Collection Practices Act. The course also examines tools available to legislators in constructing laws that regulate unfair market conduct resulting from an imbalance of power between sellers (or other market participants) and consumers.","6642","LAW","816568","-","-","-","No"
"LAW6644","Law & Economics","-","""Law and Economics"" is one of the most important developments in legal scholarship of our times. Economics and game theory have changed the way many scholars and legal practitioners think about law, litigation, and legal process. Legal scholarship using economic analysis is highly influential in legal academia and in courts. The field of law and economics received the highest level of recognition with numerous Nobel Prizes in economics awarded to economists and law professors who contributed to the creation of this field of research, holding joint appointments in various U.S. law schools, including James Buchanan (1986), Ronald Coase (1991), Gary Becker (1992), Vernon Smith (2002), and Oliver
Williamson (2009). This course introduces the students to the field of law and economics, with applications spanning across several areas of law, including contracts, torts, property, civil procedure, antitrust, and regulation. No prior knowledge of economics or game theory is required.","6644","LAW","016734","-","-","-","No"
"LAW6645","Gender Theory and the Law","-","This course will cover the application of gender theory to contemporary legal issues such as sexual harassment and the #MeToo movement, the intersection of race and gender in political and workplace identities, the construction of masculinity in competitive workplace cultures, the tensions between gender equality and protection of caretaking roles in the family, the rise of gender fluid identities, the unprecedented political gender gap among millennials, and the growing gender pay gap in the most elite parts of the American economy. In examining these legal issues, the course will revisit feminist and masculinities theories, consider the sources of gender identity and traits, and examine developments in Title IX, employment discrimination, criminal, and family law.","6645","LAW","794204","-","-","-","No"
"LAW6647","European Union Business Law","-","This course will prepare future lawyers to represent clients doing business in the 28 Member States of the European Union. Today, the European Union is, by far, the largest economic partner of the United States: it counts for one-third of the global trade. The European Union's Common Commercial Policy makes the Commission of the E.U. the only Institution negotiating agreements with foreign countries on behalf of its 28 Member States, like the CETA with Canada (in force since September 2017) and the Transatlantic Trade & Investment Partnership with the US, that has been replaced by a similar negotiation in July 2018. Attorneys and Companies' General Counsels are more involved in strategic decisions made by American Enterprises operating abroad and a reasonable knowledge of the European Business Law will be required in the future. ","6647","LAW","819152","-","-","-","No"
"LAW6649","Corporate ESG and Sustainability","-","What is ESG & sustainability and why do corporations care? As catch-all labels for non-financial aspects of corporate performance, ESG & Sustainability have become lightning rods for critique of woke capitalism and corporate policies from climate change to DEI. After reviewing normative perspectives, this course will take an empirical approach to understanding corporate incentives, strategies and actions in applied practice – how companies are meeting diverse and dynamic compliance requirements and standardizing for efficiency while differentiating to compete for customers, investors and talent. With a multinational emphasis, we will explore what this looks like in practice today, become familiar with tools of the trade and build skills for impact.","6649","LAW","827729","-","-","-","No"
"LAW6650","Advanced Administrative Law","-","This course will study laws and doctrines governing the administrative practices of federal government agencies and judicial review thereof. The course will cover topics including privatization of government functions, presidential  supervision and control of agency officials, and various doctrines limiting judicial review of agency actions.","6650","LAW","817293","02394","-","-","No"
"LAW6651","Special Topics in Administrative Law","-","Special Topics in Administrative Law will cover all of the foundational material that is typically included in Administrative Law and Advanced Administrative Law curricula. This course, however, uses traditional administrative law doctrine to explore many of the contemporary, ongoing, unresolved regulatory issues the nation now confronts. For instance, driverless cars, billionaire space travel, social media company rights and responsibilities, federal response to future pandemics, climate change models, and outdated flood maps, are just some of the many areas in which regulatory standards will have to be updated and amended moving forward. But how and by whom? We will dive deeply into these issues and many more.     

To keep the subject matter of the course fresh, to stay abreast of the latest developments in administrative law, and to address student interests, a portion of the subject matter covered in this course will vary from year to year. Topics covered previously have included: Oversight and Independent Investigations; Presidential Power, Executive Orders, National Emergencies & States of Exception; Government Benefits and the Termination of Benefits; Access to Justice; Structural Reform; and Executive Privilege. 

Through deep analyses of these Special Topics, students will gain a greater understanding of the laws and doctrines governing the administrative practices of federal government agencies and judicial review. The final paper in this course satisfies the Upper Division Writing Requirement.","6651","LAW","825389","02394","-","-","No"
"LAW6652","Policymaking and Public Administration","-","Government entities employ 24% of all American lawyers. While some of these lawyers litigate on behalf of government agencies, many advise government officials on the creation and implementation of policy. Often, these lawyers have significant discretion to shape policy to the preferences of their political superiors. Yet understanding and using this discretion requires a foundational understanding of policymaking and public administration. Policymaking describes the process of identifying potential solutions to a problem and gathering support for those solutions through the political process. Public administration describes the implementation of the resulting policy and the management of government programs. This knowledge cannot be gleaned from case law alone. This course offers students a survey of issues in policymaking, public administration, and internal administrative law. This course is ideal for both individuals looking to represent government clients or clients who frequently litigate against the government. It also serves as a foundation for students who want to develop skills to advocate for policy change in the legislature. Students will learn to use tools of policymaking and administration through case studies.","6652","LAW","827398","-","-","-","No"
"LAW6661","Professional Responsibility - General","-","This course examines the ethical issues that lawyers confront in diverse areas of practice. The primary focus will be on the Model Rules of Professional Conduct and state law. Students will also explore a broader set of ethical questions including how attorney ethics are defined, how they are depicted in pop culture, and what type of conduct lawyers should aspire to in their practice. The course will also consider strategies for reconciling personal values, the law, and the rules of lawyering.","6661","LAW","010988","02409","-","-","No"
"LAW6662","Professional Responsibility - Business","-","This course is a survey of rules of professional responsibility for lawyers with an emphasis on the rules that apply to lawyers in corporate and transactional practice. Issues covered include client conflicts, representing close corporations and partnerships, representing venture capitalists and entrepreneurs in start ups, taking stock in lieu of legal fees, representing public companies, Securities Exchange Commission rules of professional responsibility for lawyers under the Sarbanes-Oxley Act, representing banks and other regulated companies, the role of in-house counsel, the responsibility of lawyers for client conduct, and malpractice liability for business lawyers.","6662","LAW","815857","02409","-","-","No"
"LAW6663","Professional Responsibility - Civil Trial Lawyer","-","The goal of this class is to learn the Model Rules of Professional Conduct and be able to apply them to situations involving ethical issues, with an emphasis on (but not completely limited to) civil litigation situations.","6663","LAW","815858","02409","-","-","No"
"LAW6664","Professional Responsibility - Criminal Law Ethics","-","The primary objective of this course is to educate you about the ethical problems facing lawyers and judges in criminal investigations and lawsuits. You will study the lawyers morality, the adversary system and the duties of the criminal defense lawyer, client autonomy, the duty and limits of zealous representation, lawyer-client trust and confidence, perjury and the search for the truth, counseling and preparing witnesses, the ethics of cross-examination, judges ethics, conflicts of interest, and prosecutors ethics.","6664","LAW","815859","02409","-","-","No"
"LAW6665","Professional Responsibility - Government","-","Students in this course should become familiar with the ABA Model Code of Professional Conduct and other aspects of the law governing lawyers, as well as with selected statutes and regulations governing conflicts of interest and ethical obligations of United States government employees. Throughout the course, there will be an emphasis on ethics rules, other laws, and practical considerations of importance to government lawyers.","6665","LAW","815860","02409","-","-","No"
"LAW6667","Professional Responsibility - Legal Malpractice","-","This course will survey ethics rules governing lawyers with a focus on the interrelationship between the Rules of Professional Conduct and legal malpractice law, a specialized form of tort law that varies in critical aspects from classic negligence doctrine. In addition to teaching the substantive law of legal ethics and legal malpractice, the course will focus on helping students recognize and avoid real life risks of malpractice exposure and liability.","6667","LAW","817208","02409","-","-","No"
"LAW6700","Consortium Study","-","Study at another law school.

prereq: dept consent","6700","LAW","016985","-","-","-","No"
"LAW6702","Legal History Workshop","-","This seminar brings in leading scholars engaged in projects at the intersection of law and history. The goal of the seminar is to provide students with an introduction to the field of legal history and an opportunity to engage with scholars working on innovative projects that span from the ancient to the modern world, covering a range of geographical regions as well. Workshop sessions will be devoted to the presentation and discussion of works-in-progress of the guest scholars. Collectively, their works will encourage students to think comparatively about the role of law in defining the nature and limits of state power, and more broadly about the historical dynamics of law and society, with particular attention to the ways in which law has served not only as a mode of governance, but also as a cultural resource, enabling individuals to contest conventional ideas about race, class, and gender difference, and the very meaning of social justice.","6702","LAW","802125","-","-","-","No"
